Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,CryoSleep,Destination,VIP,Cabin_Deck,Cabin_Number,Cabin_Side,Passenger_Group,Passenger_Number,Transported
22.0,0.0,0.0,441.0,0.0,423.0,Earth,False,TRAPPIST-1e,False,F,1569,P,7559,01,False
17.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,C,244,P,7560,01,True
18.0,388.0,182.0,0.0,66.0,140.0,Earth,False,TRAPPIST-1e,False,F,1445,S,7561,01,False
39.0,0.0,0.0,0.0,0.0,0.0,Mars,True,55 Cancri e,False,F,1570,P,7563,01,True
37.0,2.0,5840.0,0.0,50.0,1282.0,Europa,False,TRAPPIST-1e,False,B,247,P,7565,01,True
17.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,247,P,7565,02,True
25.0,0.0,772.0,0.0,125.0,3854.0,Europa,False,55 Cancri e,False,B,247,P,7565,03,False
9.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,B,247,P,7565,04,True
15.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,1227,S,7567,01,False
19.0,380.0,0.0,416.0,0.0,8.0,Earth,False,TRAPPIST-1e,False,F,1571,P,7568,01,False
18.0,2803.0,0.0,158.0,0.0,120.0,Mars,False,TRAPPIST-1e,False,E,493,P,7569,01,False
50.0,828.0,0.0,572.0,1367.0,0.0,Mars,False,TRAPPIST-1e,True,D,237,P,7569,02,False
14.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1228,S,7572,01,False
19.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1217,P,7573,01,False
33.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,287,S,7574,01,True
23.0,30.0,2237.0,1.0,49.0,52.0,Europa,False,TRAPPIST-1e,False,D,239,P,7576,01,True
39.0,2.0,530.0,0.0,181.0,1360.0,Europa,False,TRAPPIST-1e,False,D,239,P,7576,02,False
14.0,80.0,130.0,0.0,1323.0,0.0,Earth,False,PSO J318.5-22,False,E,502,S,7577,01,False
14.0,653.0,0.0,4.0,0.0,0.0,Earth,False,55 Cancri e,False,F,1572,P,7578,01,False
45.0,1.0,7.0,56.0,613.0,0.0,Earth,False,PSO J318.5-22,False,G,1229,S,7579,01,True
22.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1230,S,7580,01,True
36.0,32.0,355.0,1826.0,9.0,0.0,Mars,False,TRAPPIST-1e,False,F,1574,P,7583,01,True
19.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,B,288,S,7584,01,True
59.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,288,S,7584,02,True
31.0,0.0,1000.0,0.0,19.0,1776.0,Earth,False,TRAPPIST-1e,False,B,288,S,7584,03,False
31.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,281,S,7585,01,True
39.0,2803.0,18.0,432.0,3560.0,54.0,Europa,False,TRAPPIST-1e,False,C,281,S,7585,02,False
28.0,0.0,2674.0,1309.0,18.0,11.0,Europa,False,TRAPPIST-1e,False,C,281,S,7585,03,True
19.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,C,281,S,7585,04,True
29.0,220.0,1130.0,0.0,7.0,951.0,Europa,False,TRAPPIST-1e,False,C,245,P,7586,01,True
0.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,1219,P,7588,01,True
15.0,0.0,714.0,0.0,0.0,0.0,Earth,False,55 Cancri e,False,G,1219,P,7588,02,True
18.0,0.0,0.0,0.0,1586.0,0.0,Earth,False,TRAPPIST-1e,False,F,1450,S,7592,01,False
49.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,282,S,7594,01,True
36.0,0.0,7.0,661.0,0.0,93.0,Earth,False,TRAPPIST-1e,False,F,1451,S,7595,01,True
40.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,283,S,7596,01,True
56.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,C,283,S,7596,02,True
67.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1231,S,7598,01,True
44.0,0.0,204.0,135.0,225.0,223.0,Earth,False,TRAPPIST-1e,False,E,495,P,7599,01,False
17.0,214.0,552.0,0.0,241.0,0.0,Earth,False,TRAPPIST-1e,False,G,1232,S,7601,01,False
27.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1579,P,7604,01,True
23.0,463.0,0.0,658.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,1579,P,7604,02,False
28.0,2484.0,136.0,42.0,0.0,0.0,Mars,False,55 Cancri e,False,F,1452,S,7605,01,False
54.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1453,S,7606,01,True
26.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1454,S,7608,01,True
40.0,0.0,21.0,0.0,1503.0,1392.0,Europa,False,55 Cancri e,True,A,83,P,7609,01,False
39.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,A,83,P,7609,02,True
40.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,246,P,7614,01,True
20.0,11.0,725.0,0.0,0.0,0.0,Earth,False,PSO J318.5-22,False,F,1457,S,7616,01,True
18.0,761.0,21.0,27.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,1235,S,7618,01,True
17.0,2803.0,0.0,2184.0,38.0,0.0,Mars,False,TRAPPIST-1e,False,F,1583,P,7620,01,False
35.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,250,P,7621,01,True
31.0,0.0,0.0,185.0,584.0,0.0,Earth,False,TRAPPIST-1e,False,G,1237,S,7622,01,False
40.0,0.0,0.0,84.0,798.0,0.0,Earth,False,TRAPPIST-1e,False,G,1223,P,7623,01,False
50.0,0.0,0.0,0.0,0.0,0.0,Europa,True,PSO J318.5-22,False,C,284,S,7624,01,True
21.0,0.0,0.0,114.0,2.0,683.0,Earth,False,TRAPPIST-1e,False,F,1458,S,7625,01,False
29.0,767.0,16.0,9.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,E,496,P,7626,01,False
63.0,0.0,5036.0,4.0,519.0,0.0,Europa,False,55 Cancri e,False,A,92,S,7627,01,True
19.0,37.0,0.0,1288.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,1584,P,7628,01,True
36.0,1103.0,3.0,0.0,0.0,659.0,Mars,False,TRAPPIST-1e,False,D,240,P,7628,02,False
48.0,0.0,172.0,115.0,1.0,645.0,Earth,False,55 Cancri e,False,F,1585,P,7630,01,False
33.0,81.0,1125.0,481.0,505.0,1261.0,Europa,False,TRAPPIST-1e,False,E,497,P,7631,01,False
28.0,2703.0,0.0,4.0,1.0,0.0,Mars,False,TRAPPIST-1e,False,D,226,S,7632,01,False
39.0,0.0,0.0,0.0,847.0,1.0,Earth,False,TRAPPIST-1e,False,G,1224,P,7633,01,False
27.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1239,S,7634,01,True
58.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,289,S,7635,01,True
44.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,290,S,7639,01,True
23.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1226,P,7640,01,True
21.0,618.0,33.0,1.0,2.0,0.0,Earth,False,55 Cancri e,False,F,1586,P,7641,01,True
53.0,8.0,1489.0,0.0,2723.0,3854.0,Europa,False,55 Cancri e,False,C,247,P,7643,01,False
14.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,C,247,P,7643,02,True
17.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1227,P,7644,01,True
25.0,0.0,5840.0,1025.0,189.0,1037.0,Europa,False,55 Cancri e,False,C,285,S,7646,01,True
44.0,2803.0,26.0,0.0,62.0,904.0,Europa,False,55 Cancri e,True,C,285,S,7646,02,False
24.0,145.0,4224.0,0.0,5.0,61.0,Europa,False,55 Cancri e,False,C,285,S,7646,03,True
24.0,0.0,7.0,127.0,639.0,37.0,Earth,False,TRAPPIST-1e,False,G,1240,S,7647,01,False
24.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1241,S,7649,01,True
0.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1242,S,7650,01,True
7.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,1242,S,7650,02,False
3.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1242,S,7650,03,True
18.0,711.0,12.0,0.0,83.0,0.0,Earth,False,TRAPPIST-1e,False,F,1461,S,7650,04,True
4.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1242,S,7650,05,False
40.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,292,S,7652,01,True
16.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1244,S,7656,01,False
25.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,294,S,7660,01,True
10.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1245,S,7661,01,True
40.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1229,P,7665,01,True
19.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1591,P,7666,01,True
15.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,251,P,7667,01,True
24.0,198.66666666666666,636.0,136.0,37.0,0.0,Earth,False,TRAPPIST-1e,False,G,1230,P,7669,01,False
21.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1465,S,7670,01,True
29.0,0.0,7.0,31.0,700.0,0.0,Earth,False,TRAPPIST-1e,False,F,1466,S,7671,01,False
37.0,2771.0,0.0,6.0,1.0,10.0,Mars,False,TRAPPIST-1e,True,D,227,S,7676,01,False
49.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1247,S,7677,01,False
42.0,1132.0,0.0,0.0,77.0,608.0,Earth,False,TRAPPIST-1e,False,G,1231,P,7678,01,False
54.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1231,P,7678,02,True
33.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1232,P,7679,01,False
27.0,0.0,6.0,0.0,3926.0,0.0,Europa,False,TRAPPIST-1e,False,C,250,P,7680,01,False
53.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1248,S,7682,01,False
28.0,0.0,817.0,58.0,0.0,25.0,Earth,False,TRAPPIST-1e,False,F,1467,S,7683,01,True
24.0,812.0,5450.0,0.0,1.0,262.0,Europa,False,TRAPPIST-1e,False,C,286,S,7684,01,True
20.0,0.0,0.0,8.0,1.0,1175.0,Earth,False,PSO J318.5-22,False,F,1596,P,7687,01,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,1233,P,7688,01,False
24.0,0.0,96.0,0.0,597.0,0.0,Earth,False,TRAPPIST-1e,False,F,1597,P,7689,01,False
28.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,1234,P,7690,01,True
42.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1598,P,7691,01,True
32.0,0.0,48.0,0.0,3204.0,112.0,Europa,False,55 Cancri e,True,C,287,S,7692,01,False
36.0,0.0,2979.0,0.0,68.0,347.0,Europa,False,TRAPPIST-1e,False,B,252,P,7693,01,True
40.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,B,252,P,7693,02,True
30.0,574.0,0.0,417.0,25.0,2.0,Earth,False,TRAPPIST-1e,False,F,1599,P,7694,01,False
34.0,751.0,0.0,185.0,0.0,77.0,Mars,False,TRAPPIST-1e,False,E,499,P,7696,01,False
37.0,1000.0,0.0,80.0,40.0,0.0,Mars,False,TRAPPIST-1e,False,F,1601,P,7696,02,False
41.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,B,295,S,7697,01,True
25.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,295,S,7697,02,True
39.0,332.0,0.0,728.0,2.0,86.0,Mars,False,TRAPPIST-1e,False,F,1602,P,7698,01,True
0.0,0.0,0.0,0.0,0.0,0.0,Earth,False,55 Cancri e,False,G,1235,P,7699,01,True
54.0,1144.0,140.0,2.0,2.0,0.0,Mars,False,TRAPPIST-1e,False,F,1603,P,7700,01,False
16.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1236,P,7702,01,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,1251,S,7703,01,True
13.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1251,S,7703,02,True
46.0,2803.0,0.0,13.0,12.0,0.0,Mars,False,TRAPPIST-1e,False,F,1470,S,7705,01,False
23.0,40.0,4.0,9.0,318.0,1413.0,Earth,False,TRAPPIST-1e,False,G,1237,P,7707,01,False
18.0,110.0,103.0,471.0,11.0,1.0,Earth,False,TRAPPIST-1e,False,F,1471,S,7708,01,False
27.0,2647.0,0.0,0.0,42.0,32.0,Earth,False,PSO J318.5-22,False,F,1604,P,7709,01,False
24.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1238,P,7709,02,False
27.0,118.0,1769.0,2184.0,118.0,619.0,Europa,False,TRAPPIST-1e,False,B,253,P,7710,01,True
24.0,0.0,82.0,0.0,1624.0,77.0,Earth,False,TRAPPIST-1e,False,D,241,P,7711,01,False
25.0,1.0,4298.0,0.0,0.0,2.0,Europa,False,TRAPPIST-1e,True,A,93,S,7712,01,True
30.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,296,S,7713,01,True
19.0,0.0,28.0,62.0,24.0,1686.0,Earth,False,TRAPPIST-1e,False,G,1239,P,7714,01,False
18.0,1.0,5.0,305.0,347.0,0.0,Earth,False,55 Cancri e,False,F,1605,P,7715,01,False
49.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,E,500,P,7716,01,True
64.0,0.0,0.0,0.0,563.0,344.0,Earth,False,TRAPPIST-1e,False,G,1240,P,7717,01,False
26.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,E,506,S,7719,01,True
53.0,0.0,0.0,754.0,46.0,0.0,Earth,False,55 Cancri e,False,F,1606,P,7720,01,False
27.0,83.0,0.0,2184.0,5.0,0.0,Mars,False,TRAPPIST-1e,False,D,242,P,7721,01,True
27.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,254,P,7723,01,True
25.0,338.0,319.0,32.0,15.0,0.0,Mars,False,TRAPPIST-1e,False,F,1472,S,7724,01,False
33.0,0.0,0.0,0.0,436.0,224.0,Earth,False,55 Cancri e,False,E,507,S,7727,01,True
27.0,0.0,9.0,0.0,40.0,3854.0,Europa,False,TRAPPIST-1e,False,C,289,S,7728,01,False
20.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,251,P,7729,01,True
39.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,255,P,7731,01,True
27.0,1730.0,0.0,379.0,5.0,0.0,Mars,False,TRAPPIST-1e,False,E,502,P,7736,01,False
19.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1476,S,7738,01,True
22.0,60.0,48.0,0.0,0.0,500.0,Earth,False,TRAPPIST-1e,False,F,1609,P,7739,01,False
3.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,1252,S,7741,01,False
24.0,9.0,769.0,9.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,E,508,S,7741,02,False
41.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1477,S,7742,01,True
18.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1477,S,7742,02,True
63.0,0.0,243.0,0.0,777.0,0.0,Earth,False,TRAPPIST-1e,False,G,1244,P,7743,01,False
19.0,0.0,4534.0,0.0,617.0,1156.0,Europa,False,TRAPPIST-1e,False,B,298,S,7744,01,False
39.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,298,S,7744,02,True
27.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,00,00,00,7746,01,True
41.0,688.0,31.0,1880.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,1611,P,7747,01,False
44.0,18.0,1451.0,0.0,279.0,64.0,Europa,False,TRAPPIST-1e,False,A,94,S,7748,01,False
39.0,0.0,395.0,0.0,1012.0,1080.0,Europa,False,TRAPPIST-1e,True,A,94,S,7748,02,False
29.0,0.0,0.0,0.0,0.0,0.0,Mars,True,55 Cancri e,False,D,244,P,7749,01,True
37.0,416.0,56.0,1912.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,D,244,P,7749,02,False
41.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,252,P,7751,01,True
18.0,0.0,0.0,0.0,746.0,1.0,Earth,False,PSO J318.5-22,False,F,1480,S,7752,01,False
27.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,1245,P,7753,01,False
55.0,1.0,2670.0,34.0,542.0,1339.0,Europa,False,55 Cancri e,False,B,299,S,7754,01,True
21.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,E,503,P,7755,01,True
28.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,300,S,7757,01,True
43.0,0.0,5840.0,0.0,153.0,872.0,Europa,False,TRAPPIST-1e,False,B,300,S,7757,02,True
32.0,0.0,494.0,0.0,0.0,213.0,Earth,False,PSO J318.5-22,False,G,1253,S,7760,01,False
23.0,1.0,0.0,0.0,237.0,553.0,Earth,False,TRAPPIST-1e,False,F,1612,P,7761,01,True
5.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,1246,P,7761,02,True
14.0,325.0,0.0,19.0,506.0,2.0,Earth,False,55 Cancri e,False,G,1254,S,7763,01,False
24.0,1405.0,0.0,14.0,2.0,163.0,Earth,False,TRAPPIST-1e,False,F,1613,P,7764,01,False
22.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1257,S,7767,01,True
14.0,0.0,268.0,239.0,127.0,0.0,Earth,False,TRAPPIST-1e,False,F,1484,S,7768,01,True
20.0,98.0,499.0,0.0,142.0,52.0,Earth,False,TRAPPIST-1e,False,E,504,P,7769,01,False
17.0,527.0,124.0,37.0,290.0,30.0,Earth,False,TRAPPIST-1e,False,G,1258,S,7770,01,False
20.0,748.0,0.0,0.0,0.0,487.0,Earth,False,55 Cancri e,False,F,1485,S,7770,02,False
22.0,0.0,2214.3333333333335,692.0,18.0,0.0,Earth,False,TRAPPIST-1e,False,G,1259,S,7771,01,True
15.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1248,P,7773,01,True
67.0,1146.0,16.0,39.0,0.0,518.0,Mars,False,55 Cancri e,False,D,245,P,7774,01,True
28.0,7.0,489.0,0.0,4.0,3854.0,Europa,False,55 Cancri e,False,C,253,P,7775,01,False
57.0,0.0,412.0,0.0,3926.0,234.0,Europa,False,TRAPPIST-1e,False,D,246,P,7776,01,False
21.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1249,P,7777,01,True
34.0,1199.0,33.0,346.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,1486,S,7778,01,False
17.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,E,510,S,7778,02,False
33.0,0.0,53.0,615.0,9.0,0.0,Earth,False,55 Cancri e,False,F,1614,P,7780,01,True
33.0,0.0,73.0,31.0,3926.0,3854.0,Europa,False,55 Cancri e,False,C,291,S,7782,01,False
28.0,0.0,180.0,0.0,778.0,3854.0,Europa,False,TRAPPIST-1e,False,C,291,S,7782,02,False
18.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1487,S,7783,01,True
28.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1615,P,7784,01,True
13.0,406.0,0.0,52.0,0.0,387.0,Earth,False,TRAPPIST-1e,False,G,1261,S,7785,01,False
38.0,0.0,0.0,0.0,45.0,3372.0,Earth,False,TRAPPIST-1e,False,F,1616,P,7786,01,False
39.0,258.0,1541.0,0.0,148.33333333333334,621.0,Europa,False,55 Cancri e,False,B,301,S,7787,01,False
18.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,00,00,00,7787,02,True
43.0,0.0,0.0,110.0,538.0,0.0,Earth,False,PSO J318.5-22,False,F,1488,S,7788,01,False
32.0,26.333333333333332,368.0,0.0,304.0,741.0,Earth,False,TRAPPIST-1e,False,F,1489,S,7789,01,False
29.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,F,1490,S,7790,01,False
45.0,810.0,0.0,132.0,198.0,0.0,Mars,False,55 Cancri e,False,F,1490,S,7790,02,False
25.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1490,S,7790,03,True
64.0,19.0,261.0,208.0,0.0,214.0,Earth,False,55 Cancri e,False,F,1491,S,7791,01,False
18.0,0.0,0.0,0.0,0.0,2141.0,Earth,False,TRAPPIST-1e,False,F,1617,P,7793,01,False
44.0,358.0,303.0,0.0,0.0,131.0,Earth,False,TRAPPIST-1e,False,E,506,P,7797,01,False
15.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1251,P,7800,01,True
21.0,1720.0,2337.0,0.0,1.0,335.0,Earth,False,55 Cancri e,False,00,00,00,7801,01,False
33.0,166.0,634.0,419.0,201.0,1178.0,Mars,False,TRAPPIST-1e,False,F,1620,P,7802,01,False
3.0,0.0,0.0,0.0,0.0,0.0,Earth,False,55 Cancri e,False,G,1253,P,7803,01,False
19.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,1253,P,7803,02,True
37.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,1254,P,7805,01,False
24.0,0.0,688.0,0.0,0.0,1.0,Earth,False,55 Cancri e,False,F,1621,P,7806,01,False
26.0,0.0,79.0,53.0,141.33333333333334,0.0,Earth,False,TRAPPIST-1e,False,G,1256,P,7808,01,False
26.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1493,S,7809,01,True
26.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1493,S,7809,02,True
22.0,769.0,0.0,0.0,1.0,729.0,Earth,False,TRAPPIST-1e,False,F,1494,S,7810,01,False
26.0,1333.0,0.0,50.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,1495,S,7812,01,False
27.0,0.0,55.0,0.0,740.0,85.0,Earth,False,TRAPPIST-1e,False,F,1622,P,7813,01,False
27.0,0.0,605.0,0.0,0.0,0.0,Earth,False,PSO J318.5-22,False,F,1496,S,7815,01,True
37.0,0.0,925.0,0.0,0.0,0.0,Earth,False,PSO J318.5-22,False,F,1497,S,7816,01,True
22.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1257,P,7818,01,False
24.0,0.0,0.0,809.0,0.0,0.0,Earth,False,55 Cancri e,False,G,1258,P,7820,01,True
23.0,535.0,3.0,17.0,0.0,214.0,Earth,False,TRAPPIST-1e,False,G,1264,S,7821,01,False
18.0,0.0,76.0,0.0,993.0,6.0,Earth,False,PSO J318.5-22,False,F,1624,P,7824,01,False
28.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1266,S,7828,01,False
4.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,1267,S,7829,01,True
23.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1268,S,7830,01,True
2.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1268,S,7830,02,True
46.0,0.0,289.3333333333333,0.0,17.0,655.0,Earth,False,TRAPPIST-1e,False,G,1268,S,7830,03,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,1268,S,7830,04,False
16.0,1095.0,0.0,54.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,1626,P,7831,01,False
19.0,1823.0,36.0,81.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,D,228,S,7832,01,False
34.0,0.0,3424.0,6.0,2445.0,1128.0,Europa,False,55 Cancri e,False,B,305,S,7833,01,False
34.0,11.0,3299.0,0.0,1013.0,15.0,Europa,False,TRAPPIST-1e,False,B,305,S,7833,02,True
24.0,482.0,967.0,349.0,19.0,0.0,Earth,False,TRAPPIST-1e,False,G,1269,S,7834,01,False
28.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,1270,S,7835,01,False
44.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,306,S,7837,01,True
35.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,306,S,7837,02,True
20.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,1259,P,7839,01,False
18.0,328.0,0.0,0.0,24.0,309.0,Earth,False,PSO J318.5-22,False,F,1500,S,7840,01,False
43.0,6.0,25.0,0.0,3926.0,0.0,Earth,False,PSO J318.5-22,False,G,1260,P,7841,01,False
48.0,0.0,0.0,501.0,242.0,0.0,Earth,False,PSO J318.5-22,False,F,1627,P,7841,02,False
46.0,52.0,0.0,1185.0,61.0,0.0,Mars,False,TRAPPIST-1e,False,E,513,S,7842,01,True
75.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,00,00,00,7843,01,True
24.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,307,S,7845,01,True
34.0,0.0,9.0,617.0,0.0,281.0,Earth,False,TRAPPIST-1e,False,G,1261,P,7847,01,False
29.0,1052.0,0.0,635.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,00,00,00,7848,01,False
46.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1501,S,7848,02,True
22.0,558.0,63.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,1271,S,7849,01,False
42.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,E,514,S,7850,01,False
46.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,1629,P,7851,01,True
15.0,0.0,6.0,0.0,981.0,0.0,Earth,False,TRAPPIST-1e,False,E,508,P,7852,01,False
